Hotelname,Hotelid,Address,Cityname,Citycode,CountryCode,CountryName,Payment,Tel No.,FAX No.,Latitude,Longtitude,Star,# room,Email
Felicidad Hotel,WSASPHILR000005,9 V. Delos Reyes Cor. Florentino St. Vigan City. Ilocos Sur 2700,Ilocos Sur,WSASPHILR,WSASPH,Philippines,NONE,+63 77 722 0008, ,17.573562,120.389695,3,,
Staylite Candon Hotel,WSASPHILR000009,"National Highway, Calaoaan Candon",Ilocos Sur,WSASPHILR,WSASPH,Philippines,NONE,(+63) 2 404.4784,(02) 857.2600,17.17238,120.441842,3,,
Hotel Luna Annex,WSASPHILR000010,"Brgy.II Quirino Boulievard Town Proper, Vigan",Ilocos Sur,WSASPHILR,WSASPH,Philippines,NONE,(+63) 47 252 9978,+63 2857 2600,17.572128,120.390361,3,,
Dreamwave Hotel Ilagan Isabela,WSASPHISA000001,"Pan Philippine Highway Barangay Alibago, Ilagan",Isabela,WSASPHISA,WSASPH,Philippines,NONE,(+63905) 399-2897, ,17.097798,121.854015,3,,
Dreamwave Hotel Roxas Isabela,WSASPHISA000002,"Don Mariano, Marcos Avenue Barangay Rizal, Roxas, Philippines",Isabela,WSASPHISA,WSASPH,Philippines,NONE,(+63927) 415-7052, ,17.122275,121.621447,3,,
Dreamwave Hotel Santiago,WSASPHISA000003,"Pan Philippine Highway corner Four Lanes Santiago, Philippines",Isabela,WSASPHISA,WSASPH,Philippines,NONE,+63-917-528-8043, ,16.691037,121.555203,3,,
Caliraya Resort Club Inc,WSASPHLGA000001,"Caliraya Re-creation Center, Barangay Lewin, Lagun","Laguna, PH",WSASPHLGA,WSASPH,Philippines,NONE,(02) 632-10-10, ,14.296398,121.496497,3,,
Dreamwave Hotel Pensol Laguna,WSASPHLGA000013,"Purok 5, Sampaguita St. Calamba Laguna, Philippines","Laguna, PH",WSASPHLGA,WSASPH,Philippines,NONE,(+63915) 549-1056, ,14.181506,121.187039,3,,
Matabungkay Beach Hotel,WSASPHLIN000001,Barangay Matabungkay Lian,Batangas,WSASPHBTS,WSASPH,Philippines,NONE,(+63) 2 819-3080,(+63) 2 817-11-76,13.955078,13.955078,4,,
Go Hotels Tacloban,WSASPHLTE000001,"Tabuan National Highway, Marasbaras, Tacloban City, Leyte",Tacloban,WSASPHTAC,WSASPH,Philippines,NONE,(63) 53 - 523 0391, ,11.206563,125.0058983,3,,
Go Hotels Mandaluyong,WSASPHMDG000001,"UG/F, Robinsons Cybergate Plaza EDSA cor. Pioneer StreetMandaluyong City",Mandaluyong,WSASPHMDG,WSASPH,Philippines,NONE,(63) 2 - 398 8788, ,14.5699682,121.044826,3,,
Fridays Puerto Galera,WSASPHMDO000006,"Boquete Island, Puerto Galera",Mindoro,WSASPHMDO,WSASPH,Philippines,NONE,63 43 4420000, ,13.5178589,120.9492139,4,,
Dreamwave Hotel Puerto Galera,WSASPHMDO000007,"White Beach Puerto Galera, Oriental Mindoro, Puerto Galera, Philippines",Mindoro,WSASPHMDO,WSASPH,Philippines,NONE,0917-8181418, ,13.505336,120.903057,2,,
Artina Suites,WSASPHMKI000003,"2863 E. Zobel st., corner JP Rizal, Brgy. Poblacio",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(632) 897-4212 / (632) 897-4223,(632) 895-9092,14.5680932,121.0255834,1,,
Asian Mansion II,WSASPHMKI000004,107 Dela Rosa Street Legaspi VillageMakati City,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63-02-8449061, ,14.555133,121.020996,3,,
Berjaya Makati City,WSASPHMKI000006,7835 Corner Eduque Street Makati Avenue,Makati City,WSASPHMKI,WSASPH,Philippines,NONE,+ 60 (3) 2141 0088,+ 60 (3) 2144 2526,14.565088,121.029493,3,,
E Hotel Makati (The),WSASPHMKI000008,"906 A Arnaiz Avenue, San Lorenzo Village",Makati City,WSASPHMKI,WSASPH,Philippines,NONE,(63 2) 478-3280,(63 2) 478-3290,14.550778,121.019858,3,,
Fersal Neptune Makati,WSASPHMKI000010,107 Neptune Street Bel-Air II,Makati City,WSASPHMKI,WSASPH,Philippines,NONE,(632) 897-9123,(632) 897-9107,14.56458,121.028435,3,,
Y2 Residence,WSASPHMKI000023,"4687 Santiago Street corner B. Valdez and Singian Streets,Makati",Makati City,WSASPHMKI,WSASPH,Philippines,NONE,+632 224 3000, ,14.566892,121.029692,4,,
Jinjiang Inn Makati,WSASPHMKI000024,"A. Arnaiz Avenue, San Lorenzo Complex Makati City",Makati City,WSASPHMKI,WSASPH,Philippines,NONE,+63-02-576-8557, ,14.550546,121.021203,3,,
Valero Grand Suites Makati,WSASPHMKI000028,"152 Valero, Makati 1227 Kalakhang MaynilaPhilippines",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(852) 2836 5555,(852) 2893 9555,14.559105,121.023734,4,,
Quoalla Makati,WSASPHMKI000048,7575 Dela Rosa cor. Santillian St Pio Del Pilar,Makati City,WSASPHMKI,WSASPH,Philippines,NONE,632 8162923, ,14.558236,121.0102146,2,,
Hotel 878 Libis,WSASPHMNL000003,"E. Rodriguez Jr. Ave. (C5) 'Libis', Bagumbayan 110",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(+63 2) 7090154,(+63 2) 7090370,14.614005,121.074755,3,,
A. Venue Hotel,WSASPHMNL000004,7829 Makati Avenue Makati City Philippines,Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(+63 2) 773-3000, ,14.566033,121.028885,3,,
Acacia Manila,WSASPHMNL000005,"5400 East Asia Drive corner Commerce Avenue, Fili",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63-2 720 2000,+63-2 588 5888,14.420505,121.035457,5,,
Amelie Hotel Manila,WSASPHMNL000012,"1667 Jorge Bocobo Street, Malate",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(63) 2 875 7888, ,14.573199,120.9828273,3.5,,
Amorsolo Mansion Apartments And Suites,WSASPHMNL000013,"130 Amorsolo Street Corner Makati City, Manila",Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 818 6811, ,14.554945,121.0129023,3.5,,
Aruga by Rockwell Hotel,WSASPHMNL000015,"Waterfront Drive, Rockwell Center, Makati City, Ph Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63-2-8180000, ,14.566352,121.03639,5,,
B Alabang,WSASPHMNL000022,Prime St. Madrigal Business Park Alabang,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+632 828 8181, ,14.428337,121.026708,3,,
Bayview Park Manila,WSASPHMNL000023,"1118 Roxas Boulevard corner United Nations Avenue, Ermita",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(63) 2 526 1555, ,,,3,,
Bellevue Manila,WSASPHMNL000025,North Bridgeway Northgate CyberzoneFilinvest,Manila,WSASPHMNL,WSASPH,Philippines,NONE,632-7718181,632-7718282,14.424559,121.039885,5,,
Belmont Hotel Manila (The),WSASPHMNL000026,"Newport Boulevard Newport CityPasay City, 1309",Pasay,WSASPHPSY,WSASPH,Philippines,NONE,(63) 2 - 318 8888, ,14.520957,121.0142503,4,,
Best Western Oxford Suites Makati,WSASPHMNL000028,Oxford Suites Makati 518 P. Burgos Street,Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(632) 899-7888, ,14.563729,121.029932,3,,
Brentwood Suites,WSASPHMNL000031,"6 Dr. Garcia St. corner Quezon Avenue Paligsahan,Quezon CityManila",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 927 8888,+63 2 415-4668,14.631271,121.01815,3,,
Broadway Court Apartelle,WSASPHMNL000032,"16 Broadway Avenue, Quezon City, Quezon City",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+632 722-7411 to 15, ,14.613974,121.03219,3,,
Bsa Mansion Condotel,WSASPHMNL000034,108 Benavidez Street Legaspi Village,Manila,WSASPHMNL,WSASPH,Philippines,NONE,(02)? 812-2671, ,14.551894,121.017961,3,,
BSA Twin Towers,WSASPHMNL000037,"4th Floor St. Francis Square Mall Julia Vargas Ave Bank Drive, Ortigas Center, Ortigas-PasigManila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,"(02) 654-2002,", ,14.586071,121.058158,4,,
Hotel Celeste Makati,WSASPHMNL000044,02 San Lorenzo Drivecor Arnaiz AvenueSan Lorenzo Village,Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,+63 2 887 8080,+63 2 887-8088,14.550563,121.021993,3,,
Cherry Blossoms Manila,WSASPHMNL000050,550 Jorge Bocobo Extension,Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 7089901, ,,,3,,
Citystate Tower Hotel,WSASPHMNL000057,"1315 A. Mabini corner Padre Faura Street, Ermita",Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 708 9600, ,14.5770452,120.9791785,3,,
Conrad Hotel Manila,WSASPHMNL000059,"Seaside Boulevard Pasay City Metro Manila Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63-2-8339999, ,14.531264,120.980178,5,,
Copacabana Apartement Hotel,WSASPHMNL000062,264 EDSA Extension,Pasay,WSASPHPSY,WSASPH,Philippines,NONE,+63 28518888, ,14.53702,120.9924423,3,,
Crimson Hotel Filinvest City Manila,WSASPHMNL000064,"2609 Civic Dr, Alabang, Muntinlupa 1781 Metro ManilaPhilippines",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,+63 2 863 2222, ,14.419681,121.042256,5,,
Crown Regency Makati,WSASPHMNL000065,1026 A. Arnaiz Avenue,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 (2) 845-0211, ,,,4,,
Dela Chambre,WSASPHMNL000068,"667-669 Plaza Lachambre St., Binondo, Binondo Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 (2)242-0414,+63 (2)354-6666,14.603301,120.972656,3,,
Diamond Hotel Manila,WSASPHMNL000069,Roxas Boulevard cor. Dr. J. Quintos St.,Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,63 2 528 3000,63 2 526 2255,14.572443,120.982176,5,,
Discovery Primea,WSASPHMNL000070,"6749 Ayala Avenue, Makati Manila, Philippines",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,+63 917 679 4567, ,14.553382,121.026954,5,,
Dusit Thani Manila,WSASPHMNL000072,Ayala Center 1223 Makati City Metro ManilaPhilippines,Makati City,WSASPHMKI,WSASPH,Philippines,NONE,(63) 2 238-8816,(63) 2 238-8863,14.5485895,121.024021,5,,
El Cielito Inn Makati,WSASPHMNL000076,804 A. Arnaiz Avenue Makati,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 815 8951 to 54,+632 817 9610,14.550911,121.016263,3,,
Exchange Regency Residence,WSASPHMNL000083,"Exchange drive corner Meralco Avenue Ortigas Center, Pasig",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(+632) 312.9999,(+632) 312.9998,14.583231,121.063337,4,,
Executive Hotel Manila (formerly The Executive Plaza Hotel),WSASPHMNL000084,1630 A. Mabini Street Malate,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 523 1000, ,14.573297,120.983465,3,,
Fernandina 88 Suites,WSASPHMNL000086,222 P. Tuazon Boulevard Araneta Shopping CenterMetro Centro (Cubao),Manila,WSASPHMNL,WSASPH,Philippines,NONE,(632) 911-6954,(632) 913-8687,14.618989,121.057589,3,,
Fersal Hotel Kalayaan Quezon City,WSASPHMNL000088,No. 130 Kalayaan Avenue DilimanQuezon City,Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(632) 924-2689,(632) 925-3205,14.64622,121.052969,3,,
Fersal Hotel Malakas Quezon City,WSASPHMNL000089,"131 Malakas St., Diliman Quezon City,Metro",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(632) 426-7308,(632) 926-5140,14.643751,121.049345,3,,
Fersal Manila,WSASPHMNL000090,1455 A. Mendoza Street corner Alvarez Street Sta. CruzSanta Cruz,Manila,WSASPHMNL,WSASPH,Philippines,NONE,(632) 742-7292,(632) 741-6486,14.611601,120.986107,3,,
Fersal P Tuazon,WSASPHMNL000091,"245 P. Tuazon, Cubao Quezon City",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(632) 912-8000,(634) 913-6092,14.6199617,121.0586099,3,,
Go Hotels Otis Manila,WSASPHMNL000098,"Robinsons Otis, 1536 Paz Guazon St. 831 Zone 90, Paco, Manila",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(63) 53 - 354 1053, ,14.586825,120.9933682,3,,
Golden Phoenix Hotel,WSASPHMNL000101,"Oceanaire Bldg CBP D. Macapagal, Sunrise Dr, PasayMetro Manila",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,+63 2 683 2888, ,14.532692,120.986135,4,,
Gran Prix Manila,WSASPHMNL000102,1325 A. Mabini St. Ermita Tesoro Building,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 516 1508, ,14.576818,120.981366,3,,
Gran Prix Quezon City,WSASPHMNL000103,"2nd Flr. Victory Liner Inc. Terminal EDSA, Cubao Q",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 (2) 413 2984, ,14.62429,121.04862,3,,
Gran Prix Pasay,WSASPHMNL000104,Victory Liner Inc. Station EDSA corner Tramo Pas,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 (2) 886 5159,02-3326511,14.538564,121.006819,2,,
Greenhills Elan Modern,WSASPHMNL000109,"Annapolis Greenhills, Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63-2-7447979, ,14.603582,121.050821,3,,
Herald Suites,WSASPHMNL000113,"2168 Don Chino Roces Avenue Makati, Manila 1231",Manila,WSASPHMNL,WSASPH,Philippines,NONE,63 2 759-6270,63 2 894-1193,14.553754,121.01356,3,,
Heritage Manila,WSASPHMNL000114,Roxas Boulevard corner EDSA,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 854 8888, ,14.536974,120.993598,4,,
Octagon Mansion Hotel,WSASPHMNL000117,1632 M. Adriatico Street Malate,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 526 1000, ,14.573477,120.984508,2.5,,
Hyatt City of Dreams Manila,WSASPHMNL000119,"Belle Avenue, Entertainment City Belle Paranaque City",Paranaque,WSASPHPRE,WSASPH,Philippines,NONE,(63) 02 691 1234,(63) 02 691 1234,14.5229077,120.9904102,5,,
Jade Hotel and Suites,WSASPHMNL000127,"1120 Chino Roces Avenue, Barangay La Paz",Manila,WSASPHMNL,WSASPH,Philippines,NONE,890 0710,+632 890 2960,14.567681,121.013281,2,,
KL Tower Serviced Residences,WSASPHMNL000133,"117 Gamboa Street, Legaspi Village Makati City, Ma",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+632 845 0084, ,14.553496,121.016786,4,,
Las Palmas Hotel De Manila,WSASPHMNL000136,1616 A. Mabini St Malate,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 521 1000, ,14.573685,120.983389,3,,
Linden Suites,WSASPHMNL000142,"37 San Miguel Avenue, Ortigas Center, Pasig, Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(632) 638 7878,(632) 638 7877 | (632) 633 7012,14.581647,121.060227,4,,
Luneta Manila,WSASPHMNL000148,"414 T.M. Kalaw Street, Ermita",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 875 8921, ,14.579868,120.978175,3,,
Luxent Hotel,WSASPHMNL000149,"#51 Timog Ave., South Triangle, Quezon City, 1103 Philippines",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,+(632) 863-7777,+(632) 411-3030,14.63519,121.034249,4,,
Mabini Mansion,WSASPHMNL000152,"1011 A. Mabini Ermita, Manila",Manila,WSASPHMNL,WSASPH,Philippines,NONE,521 4776, ,14.580538,120.97969,3.5,,
Makati Diamond Residences,WSASPHMNL000154,"Legazpi St. Legazpi Village, Makati, Manila, Phili",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 317 0999,+63 2 317 0988,14.553738,121.02103,5,,
Makati Palace,WSASPHMNL000156,5011 P. Burgos corner Caceres Street Makati City,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 899 0344, ,14.562967,121.029732,3,,
Malayan Plaza,WSASPHMNL000158,"ADB Avenue corner Opal Road, Ortigas Center Pasig City - Philippines",Pasig,WSASPHPSG,WSASPH,Philippines,NONE,+632 706 0055,+632 6352969,14.586554,121.060095,4,,
Manila Grand Opera,WSASPHMNL000164,925 Doroteo Jose Street corner Rizal Avenue Sta. CruzManila,Manila,WSASPHMNL,WSASPH,Philippines,NONE,(+63) 3047300,(+63) 7111074,14.605652,120.98175,3,,
Manila Hotel,WSASPHMNL000165,One Rizal Park Ermita,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+632 527 0011,+632 527 5348,14.583277,120.973964,5,,
Marco Polo Ortigas Manila,WSASPHMNL000168,"Meralco Avenue and Sapphire Street Ortigas Centre, Pasig City",Pasig,WSASPHPSG,WSASPH,Philippines,NONE,(+63) 2 926 7777, ,0,0,5,,
Networld Manila,WSASPHMNL000180,"Jipang Building Roxas Blvd. cor. Sen. Gil Puyat Av Metro Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+(632) 536-7777,+(632) 536-5835,14.552891,120.989713,3,,
New Solanie,WSASPHMNL000182,1811 Leon Guinto Street Malate,Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 524 8641, ,14.573711,120.990683,3,,
New World Makati Hotel,WSASPHMNL000183,"Esperanza Street corner Makati Avenue Ayala Center, Makati, 1228 Metro ManilaPhilippines",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,+63 2 811 6888,+63 2 811 6777,14.551344,121.021509,5,,
Nichols Airport,WSASPHMNL000185,"484 Quirino Avenue Baclaran, Paranaque City",Paranaque,WSASPHPRE,WSASPH,Philippines,NONE,+63 2 851 8348,+632 853 1809,14.524297,120.99679,3,,
Nobu Hotel City of Dreams Manila,WSASPHMNL000186,"Asean Avenue cor. Roxas Boulevard Brgy. Tambo, Paranaque City",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(+632) 800 8080, ,14.524153,120.993143,4,,
Palm Grove Hotel Manila,WSASPHMNL000197,524 Pedro Gil cor M. Adriatico St Malate,Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 522 1000, ,14.574067,120.983838,3,,
Peninsula Manila,WSASPHMNL000205,Corner of Ayala and Makati Avenues Metro Manila,Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(63) 2 - 887 - 2888,(63) 2 - 815 - 4825,14.5550191,121.0232898,5,,
Prince Plaza II Condotel,WSASPHMNL000211,101 Dela Rosa Street Legaspi Village,Manila,WSASPHMNL,WSASPH,Philippines,NONE,(02) 632-1010-555/510, ,14.554157,121.022449,3,,
Rembrandt Quezon,WSASPHMNL000223,26 Tomas Morato Extension Diliman,Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(+632) 373 33 33,63 2 857 2600,14.63765,121.03584,3,,
Rosas Garden,WSASPHMNL000229,1140 MH Del Pilar Street,Manila,WSASPHMNL,WSASPH,Philippines,NONE,642 404 1621, ,14.57817,120.979985,3,,
Salcedo Suites,WSASPHMNL000233,"Lpl Manor Bld,116lp Leviste St SalcedoVillage, Makati City",Manila,WSASPHMNL,WSASPH,Philippines,NONE,6328932654,(632) 892-5322,14.559631,121.020278,3,,
Seda BGC,WSASPHMNL000234,30th Street Corner 11th Avenue Bonifacio Global CityTaguig City,Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,6329458888, ,14.5508994,121.0510687,4,,
St Giles Makati,WSASPHMNL000254,Makati Avenue Corner Kalayaan AvenueMakati City,Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 988 9883, ,14.564405,121.029359,4,,
Summit Hotel Magnolia,WSASPHMNL000257,"Robinsons Magnolia Doña Hemady St. cor. Aurora Boulevard, New Manila,",Quezon City,WSASPHQZY,WSASPH,Philippines,NONE,(63) 2 - 705 6300, ,14.6143398,121.0353671,3,,
The Bayleaf Manila,WSASPHMNL000263,Muralla Corner Victoria Streets IntramurosManila,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 (2) 318 5000,+63 (2) 318 5001,14.590046,120.97885,4,,
Green Sun The Hotel,WSASPHMNL000285,"2285 Don Chino Roces Avenue Extension, 1231 Makati City, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63-02-5489200, ,14.5368645,121.0192215,3,,
Seda Vertis North,WSASPHMNL000286,Astra Corner Lux Drives Vertis NorthQuezon City,Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(632) 7398888, ,14.6502885,121.0335309,5,,
88 Courtyard Hotel,WSASPHMNL000287,"4 Roxas Boulevard, corner Cuneta Avenue, Pasay Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 (2) 558-0188, ,14.535853,120.99354,3,,
Oasis Paco Park Hotel (The),WSASPHMNL000288,"1032-34 Belen Street Paco,",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63 2 521 2371-75, ,14.581006,120.989495,3,,
Go Hotels Ortigas Center,WSASPHMNL000300,"Robinsons Cyberscape Alpha, Garnet Rd Ortigas Center, Brgy. San AntonioPasig City",Pasig,WSASPHPSG,WSASPH,Philippines,NONE,+63 2 531 3585, ,,,3,,
Solace Hotel Manila,WSASPHMNL000314,"9639 Kamagong St., cor. Chino Roces Ave",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(632) 843-2321, ,14.565795,121.012924,3,,
Winford Hotel,WSASPHMNL000315,"San Lazaro Tourism & Business Park MJC Drive, Sta. Cruz, Manila",Manila,WSASPHMNL,WSASPH,Philippines,NONE,(63) 2 528 3600, ,14.6175727,120.9848286,4,,
Rizal Park Hotel,WSASPHMNL000319,"SOUTH ROAD DRIVE, T.M. KALAW EXT., ERMITA, MANILA,",Metro Manila,WSASPHMTA,WSASPH,Philippines,NONE,(02) 804-8700, ,14.578766,120.976121,3,,
TRYP by Wyndham,WSASPHMNL000326,"Seaside Boulevard Corner J.W. Diokno Boulevard Mall of Asia ComplexPasay, Metro Manila",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+632 840 8000, ,14.542019,120.9823911,3,,
Hotel Durban,WSASPHMNL000330,4875 Durban Street at Makati Avenue Manila,Manila,WSASPHMNL,WSASPH,Philippines,NONE,+632 897.1866,+63 917.553.0731,14.563919,121.02953,2,,
Windy Ridge Hotel Manila (The),WSASPHMNL000352,"2033 MH Del Pilar St. Malate, Manila 1002",Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 5670741, ,14.567229,120.9829353,2,,
Manila Prince Hotel,WSASPHMNL000361,"1000 San Marcelino, Ermita",Manila,WSASPHMNL,WSASPH,Philippines,NONE,632 525 6228, ,14.5847669,120.9845472,3,,
Hilton Manila,WSASPHMNL000364,"No.1 Newport Boulevard, Newport City, Pasay, Pasay Manila, Philippines",Manila,WSASPHMNL,WSASPH,Philippines,NONE,+63-2-2397788,+63-2-2397789,14.51841,121.018965,5,,
Best Western Plus Hotel Subic,WSASPHOLO000005,"Lot C-5B Block C, Dewey Ave., Subic Bay Freeport Z",Subic Bay,WSASPHSFS,WSASPH,Philippines,NONE,(+63) 47 2508000,(+63) 47 2503581,14.8229804,120.2749917,4,,
Old Woods By The Sea Nature Resort,WSASPHPGN000009,"Sitio Olanen, Barangay Dacap Sur Bani",Pangasinan,WSASPHPGN,WSASPH,Philippines,NONE,6.39177E+11, ,16.23535,119.780783,3,,
Citystate Asturias Hotel,WSASPHPLN000011,South National Highway Tiniguiban Puerto PrincesaPalawan Philippines,Palawan,WSASPHPLN,WSASPH,Philippines,NONE,(63) 48 4343852,(63) 48 4343750,9.765734,118.745383,3,,
Busuanga Bay Lodge,WSASPHPLN000012,"Sitio Lawi, Barangay Concepcion",Palawan,WSASPHPLN,WSASPH,Philippines,NONE,6.39179E+11, ,12.023896,119.97709,5,,
Cauayan Resort,WSASPHPLN000015,Cauayan Island Bacuit Bay El Nido,Palawan,WSASPHPLN,WSASPH,Philippines,NONE,6.39196E+11, ,11.261331,119.353012,5,,
Empire Suites Hotel,WSASPHPLN000045,"Rizal Avenue, Puerto Princesa City Proper, Puerto Philippine",Puerto Princesa,WSASPHPPS,WSASPH,Philippines,NONE,(048) 434-2290 & 434-2294, ,9.739982,118.742555,3,,
Fersal Puerto Princesa,WSASPHPLN000046,"Rizal Avenue Ext. Brgy. Bancao-Bancao,",Palawan,WSASPHPLN,WSASPH,Philippines,NONE,(634) 8433 8000,(634) 8433 0257,9.739048,118.755408,3,,
Sunlight Eco Tourism Island Resort,WSASPHPLN000174,"Culion, Naglayan Island, Palawan, Philippines Palawan, Philippines",Palawan,WSASPHPLN,WSASPH,Philippines,NONE,, ,11.94227,120.02993,4,,
Best Western Plus The Ivywall Hotel,WSASPHPLN000175,"Rizal Avenue Extension Puerto Princesa City, Philippines",Palawan,WSASPHPLN,WSASPH,Philippines,NONE,(048) 716 5100,(02) 657.1193,9.739778,118.746841,4,,
Seda Lio,WSASPHPLN000179,"Lio Tourism Estate, Bgy. Villa Libertad, El Nido Philippines",Palawan,WSASPHPLN,WSASPH,Philippines,NONE,+632 956 8888,+632 956 8891,11.20642,119.414974,5,,
Aziza Paradise,WSASPHPPS000003,"BM Road, Barangay San Manuel Puerto Princesa City",Puerto Princesa,WSASPHPPS,WSASPH,Philippines,NONE,(+63 48) 434 2405, ,9.765435,118.755616,4,,
Go Hotels Puerto Princesa,WSASPHPPS000007,"North Road, Brgy. San Manuel Puerto Princesa City, Palawan",Palawan,WSASPHPLN,WSASPH,Philippines,NONE,(63) 48 - 434 0001, ,9.7697494,118.7460639,3,,
Microtel by Wyndham Puerto Princesa Palawan,WSASPHPPS000011,"Emerald Beach, San Jose, Puerto Princesa 5300",Palawan,WSASPHPLN,WSASPH,Philippines,NONE,63 48 7230977, ,9.7884929,118.7552746,3,,
Angelic Mansion,WSASPHPPS000019,"Wescom Road, Brgy. San Pedro Puerto Princesa City",Puerto Princesa,WSASPHPPS,WSASPH,Philippines,NONE,+63 917 502 7151, ,9.751532,118.750387,2,,
Oyster Plaza Hotel,WSASPHPRE000001,Dr. A. Santos Avenue Corner Viktor Medina RoadNational Capital Region,Paranaque,WSASPHPRE,WSASPH,Philippines,NONE,+63 2 8291925,+63 2 8291934,14.490449,120.991459,3,,
Ace Suites,WSASPHPSG000001,United Corner Brixton St. Pasig City Pasig,Pasig,WSASPHPSG,WSASPH,Philippines,NONE,+63.02.6281888 loc. 5208/ 5214, ,14.573503,121.05916,4,,
Millenia Suites Oritgas,WSASPHPSG000002,8001 Saint Jose Maria Escriva Drive,Pasig,WSASPHPSG,WSASPH,Philippines,NONE,+632-4702306, ,14.578774,121.060499,4,,
Jinjiang Inn Ortigas,WSASPHPSG000003,San Miguel Avenue Corner Lourdes Dr Pasig City,Pasig,WSASPHPSG,WSASPH,Philippines,NONE,+63(2) 638-1111, ,14.580114,121.059024,3,,
Selah Garden Hotel (The),WSASPHPSY000001,2715 Park Avenue San Rafael Pasay,Pasay,WSASPHPSY,WSASPH,Philippines,NONE,+632-511-1331,0925-511-1331,14.54007,120.998023,3.5,,
Savoy Hotel Manila,WSASPHPSY000010,"Andrews Avenue, Newport City, Pasay City",Pasay,WSASPHPSY,WSASPH,Philippines,NONE,3188888, ,14.5238343,121.0103961,4,,
The Concierge at Sea Residence,WSASPHPSY000011,"Unit 109 Tower B, The Strip at Sea Residences, Pea Pasay City",Pasay,WSASPHPSY,WSASPH,Philippines,NONE,(+63) 2 8871206, ,14.5338848,120.9865352,3,,
